"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042181","ketone biosynthetic process","13/4922","50/18805",0.26,0.993356359203576,-0.0280083081112095,0.565057087840463,0.976413203031081,0.81098314582134,"GPRC6A/AKR1C3/LHB/HSD17B1/EGR1/BMP2/BGLAP/PRKG1/CLCN2/CYP19A1/TPI1/DKK3/DAB2",13
"GO:0051150","regulation of smooth muscle cell differentiation","13/4922","50/18805",0.26,0.993356359203576,-0.0280083081112095,0.565057087840463,0.976413203031081,0.81098314582134,"EREG/GPER1/MIR125B1/NOTCH4/FGFR2/MYOCD/ENG/PDGFB/MIR221/ZEB1/NFATC1/CTH/HEY2",13
"GO:2000404","regulation of T cell migration","13/4922","50/18805",0.26,0.993356359203576,-0.0280083081112095,0.565057087840463,0.976413203031081,0.81098314582134,"S100A7/SPN/ADAM8/AIRE/ECM1/CXCL13/STK39/ASCL2/CXCL12/CCL20/CD69/ITGB3/DOCK8",13
"GO:0090263","positive regulation of canonical Wnt signaling pathway","30/4922","116/18805",0.258620689655172,0.988086564194538,-0.0766350165829866,0.56601820797335,0.976413203031081,0.81098314582134,"WNT3A/ASPM/RSPO1/FGF10/COL1A1/CDH3/LGR4/DLX5/RSPO2/SEMA5A/FZD9/DKK2/RSPO4/EGF/GPC3/WNK2/FGF2/LRRK2/FGFR2/SOX4/RECK/GPC5/SCEL/ZEB2/SFRP2/POU5F1/WNT10B/SFRP4/PPM1N/BAMBI",30
"GO:0000302","response to reactive oxygen species","52/4922","201/18805",0.258706467661692,0.988414287764752,-0.0983267907754653,0.566204096229411,0.976413203031081,0.81098314582134,"S100A7/APOA4/HBA1/PTPRN/HBB/HBA2/MMP3/AMBP/MB/SCGB1A1/NQO1/CD36/COL1A1/IL6/GPR37/EZH2/TRPA1/CDK1/KCNA5/ECT2/ADCYAP1R1/EDN1/CRYAB/LRRK2/CAT/HYAL1/FBLN5/KLF2/HMOX1/FOS/SESN1/TET1/GATA5/AQP1/PPARGC1B/BTK/NET1/CBX8/SIRPA/CYGB/MET/HYAL2/TRPM2/GPR37L1/TRAP1/BNIP3/TNFAIP3/PCNA/DDR2/UCP1/PPIF/SOD3",52
"GO:0007163","establishment or maintenance of cell polarity","59/4922","228/18805",0.258771929824561,0.988664392594652,-0.102536548222187,0.566251647015303,0.976413203031081,0.81098314582134,"CDX2/LHX2/SAPCD2/CENPA/RHOV/KIF2C/TEK/FERMT1/PLK1/SKA3/KIF26B/NDC80/SPAG5/SKA1/FGF10/PAX6/FOXF1/SFRP5/MAD2L1/CDH5/RAC3/SPN/ALPK2/FEZ1/BRSK2/RHOJ/WNT7A/AMOTL1/PKHD1/EPHB1/BRSK1/AQP1/LAMA1/PRICKLE1/PHLDB2/SPDL1/FRMD4A/KIF20B/CARMIL2/ANK1/NCKAP1L/JAM3/KIF25/GJA1/KCNJ8/INSC/FAT1/DLG5/PARD3B/FRMD4B/PDLIM1/CYP26B1/GPSM2/SCRIB/CRTAM/CCL19/UST/DOCK8/PARD6B",59
"GO:0010659","cardiac muscle cell apoptotic process","15/4922","58/18805",0.258620689655172,0.988086564194538,-0.0541052490173759,0.571586439036448,0.976413203031081,0.81098314582134,"GNGT1/NKX2-5/MDK/CXCR2/NRG1/GATA6/MYOCD/CAMK2A/SFRP2/GATA4/BNIP3/ADCY10/NUPR1/HEY2/PTPN1",15
"GO:0071868","cellular response to monoamine stimulus","15/4922","58/18805",0.258620689655172,0.988086564194538,-0.0541052490173759,0.571586439036448,0.976413203031081,0.81098314582134,"HTR3A/HTR3B/HTR3C/HTR1A/HTR2C/CAV2/NR4A3/SLC1A1/LRRK2/HTR2B/HCN3/HTR6/APLP1/RGS9/HTR4",15
"GO:0071870","cellular response to catecholamine stimulus","15/4922","58/18805",0.258620689655172,0.988086564194538,-0.0541052490173759,0.571586439036448,0.976413203031081,0.81098314582134,"HTR3A/HTR3B/HTR3C/HTR1A/HTR2C/CAV2/NR4A3/SLC1A1/LRRK2/HTR2B/HCN3/HTR6/APLP1/RGS9/HTR4",15
"GO:0035592","establishment of protein localization to extracellular region","97/4922","375/18805",0.258666666666667,0.988262224028173,-0.136707722016724,0.574276245860186,0.976413203031081,0.81098314582134,"FGB/PDX1/GCG/KRT20/F2/SLC2A2/NEUROD1/PCSK1/VGF/ABCA12/GAL/GIP/RFX6/ANKRD1/ISL1/PTPRN/SSTR5/HNF1A/FGA/RIMS2/TUNAR/EDNRB/SYT7/ADCY8/KCNN4/SCG2/STX1A/COMP/IL6/HNF4A/MC4R/BMP8A/CASR/CBLN1/OR51E2/UCN3/ACHE/TRPM5/G6PC2/LRRC32/NKX6-1/KCNA5/GPER1/PLA2G1B/ADAM8/ADTRP/CAVIN1/TMEM132A/OPRM1/RBP4/BRSK2/C1QTNF12/NNAT/PRKCE/ALOX5/RAPGEF4/SAA1/PDIA4/IL13/RCN3/SOX4/NR1H4/AFM/TLR4/PPARG/VIP/CHGA/MYH10/CNR1/CLTRN/UQCC2/RAB11FIP1/CD33/EFNA5/SNCG/ABCG1/APBB1/ADRA2A/PDE8B/HCAR2/F2RL1/FRMD4A/KCNK16/PRF1/FGG/F2RL2/IFNG/CBLN4/KCNJ8/CFTR/MYRIP/AP1S1/SIDT2/CPLX1/TGFB2/INHBB/C1QTNF3",97
"GO:0002042","cell migration involved in sprouting angiogenesis","25/4922","97/18805",0.257731958762887,0.984691077719643,-0.0900059186429158,0.574568372688612,0.976413203031081,0.81098314582134,"GREM1/NR2E1/MIR196A1/TGFBR3/SLIT2/MMRN1/CLEC14A/KLF4/MMRN2/JCAD/ADTRP/STARD13/FGF2/SRPX2/GATA2/RHOJ/NR4A1/MIR2355/EGR3/HMOX1/MIR205/MIR221/MIR126/MEOX2/TBXA2R",25
"GO:0046889","positive regulation of lipid biosynthetic process","25/4922","97/18805",0.257731958762887,0.984691077719643,-0.0900059186429158,0.574568372688612,0.976413203031081,0.81098314582134,"CGA/APOA4/PCK1/AVP/HTR2C/LDLR/HTR2B/CYP7A1/NR1H4/CCN1/MFSD2A/SORBS1/HSD17B13/ABCG1/RDH10/QKI/PLA2G3/ABHD6/IFNG/KAT2B/LPGAT1/DAB2/ADGRF5/MID1IP1/ZNF750",25
"GO:0010563","negative regulation of phosphorus metabolic process","70/4922","271/18805",0.25830258302583,0.986871205566993,-0.129622137419174,0.574879079805171,0.976413203031081,0.81098314582134,"INHA/INSM1/XDH/MYCNOS/CDKN2A/CAV1/UCHL1/SLC4A1/CBLC/PLK1/AGT/GCKR/SLIT2/ACTN3/CDA/DKK1/RASIP1/EPHB2/SH3GL2/IGFBP3/HEG1/CEACAM1/SERPINB3/PID1/RD3/ALDOB/NTRK3/SRCIN1/PREX2/ADARB1/CDK5RAP3/PTK6/MYOCD/FBP1/SNCA/DUSP1/PIP5KL1/DEPTOR/SLC8A3/PDGFB/PLPP3/APOC1/PRKG1/FBLN1/GPRC5A/CDKN2B/PTPRT/PPM1F/TRIB3/THY1/HYAL2/SFRP2/PREX1/TFAP4/RASSF2/LATS2/GNAQ/EPM2A/DDIT4/PRKDC/INPP5K/NUPR1/CBFA2T3/DAB2IP/PRKCH/CEP85/CDKN1C/WWTR1/PTPN1/GMPPA",70
"GO:0045936","negative regulation of phosphate metabolic process","70/4922","271/18805",0.25830258302583,0.986871205566993,-0.129622137419174,0.574879079805171,0.976413203031081,0.81098314582134,"INHA/INSM1/XDH/MYCNOS/CDKN2A/CAV1/UCHL1/SLC4A1/CBLC/PLK1/AGT/GCKR/SLIT2/ACTN3/CDA/DKK1/RASIP1/EPHB2/SH3GL2/IGFBP3/HEG1/CEACAM1/SERPINB3/PID1/RD3/ALDOB/NTRK3/SRCIN1/PREX2/ADARB1/CDK5RAP3/PTK6/MYOCD/FBP1/SNCA/DUSP1/PIP5KL1/DEPTOR/SLC8A3/PDGFB/PLPP3/APOC1/PRKG1/FBLN1/GPRC5A/CDKN2B/PTPRT/PPM1F/TRIB3/THY1/HYAL2/SFRP2/PREX1/TFAP4/RASSF2/LATS2/GNAQ/EPM2A/DDIT4/PRKDC/INPP5K/NUPR1/CBFA2T3/DAB2IP/PRKCH/CEP85/CDKN1C/WWTR1/PTPN1/GMPPA",70
"GO:0043086","negative regulation of catalytic activity","79/4922","306/18805",0.258169934640523,0.986364408962827,-0.143190702057071,0.57887832277154,0.976413203031081,0.81098314582134,"APCS/FETUB/SERPINB4/APOA2/SERPINB5/ANGPTL3/MYCNOS/CDKN2A/EDNRB/UCHL1/PLXNB3/SPOCK2/CBLC/PLK1/SPOCK1/AGT/GCKR/MAD2L1/ANXA8/SERPINB13/SERPINB7/CYP27B1/RASIP1/SERPINA5/EPHB2/HEG1/GABBR2/CEACAM1/PTX3/SERPINB3/LRRK2/TIMP3/RD3/VTN/ZFP36/SRCIN1/PREX2/ADARB1/CDK5RAP3/GRM3/PTK6/MYOCD/GAPDH/ECM1/SNCA/NES/RECK/DUSP1/SERPINE2/DEPTOR/SLC8A3/CAMK2A/TIMP1/SERPING1/APOC1/ANGPTL4/EPPIN/GPRC5A/PTPRT/PPM1F/TRIB3/THY1/HYAL2/PREX1/TFAP4/GNAT1/LATS2/SPOCK3/GNAQ/EPM2A/INPP5K/LIMK1/SERPINH1/DAB2IP/PRKCH/CEP85/CDKN1C/WWTR1/PTPN1",79
"GO:0045444","fat cell differentiation","65/4922","252/18805",0.257936507936508,0.985472578574976,-0.13824072326848,0.579106075361918,0.976413203031081,0.81098314582134,"HMGA2/MMP11/FABP4/SLC7A10/WNT3A/PTPRQ/C1QL4/MB/GDF10/ADRB1/TLCD3B/ADRB2/FGF10/RETN/IL6/ALOXE3/HTR2C/IL11/SMAD6/GRK5/MIR181A2/ADGRF1/FFAR4/SIX1/ZBTB16/KLF4/NR4A3/CCN4/WIF1/GPER1/ERO1A/LPL/PRLH/ID4/GATA2/EGR2/ALOX5/ZFP36/GNB3/NR4A1/BMP2/NEGR1/CNTN2/PPARG/JDP2/E2F1/FERMT2/RETREG1/MSX2/TRIB3/ATAT1/RUNX1T1/SFRP2/KCNJ8/BNIP3/WNT10B/LRRC8C/UCP1/ADGRF5/WNT1/LAMB3/INSIG1/WWTR1/INHBB/C1QTNF3",65
"GO:0032602","chemokine production","27/4922","105/18805",0.257142857142857,0.982440355256284,-0.107434516990999,0.57995362593005,0.976413203031081,0.81098314582134,"AGER/LBP/IL1RL1/IL6/TWIST1/ACKR1/KLF4/LPL/IL33/IL17A/EGR1/TSLP/HMOX1/NR1H4/MEFV/AIRE/POSTN/TLR4/F2RL1/SIRPA/TNFSF4/MIR26B/IFNG/OAS1/CXCL6/ARG2/C1QTNF3",27
"GO:0032642","regulation of chemokine production","27/4922","105/18805",0.257142857142857,0.982440355256284,-0.107434516990999,0.57995362593005,0.976413203031081,0.81098314582134,"AGER/LBP/IL1RL1/IL6/TWIST1/ACKR1/KLF4/LPL/IL33/IL17A/EGR1/TSLP/HMOX1/NR1H4/MEFV/AIRE/POSTN/TLR4/F2RL1/SIRPA/TNFSF4/MIR26B/IFNG/OAS1/CXCL6/ARG2/C1QTNF3",27
"GO:0001787","natural killer cell proliferation","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"EMP2/IL23A/HLA-E/FCGR3A",4
"GO:0002517","T cell tolerance induction","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"FOXP3/TGFBR2/AIRE/IL2RA",4
"GO:0010635","regulation of mitochondrial fusion","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"PID1/MSTO1/BNIP3/TFRC",4
"GO:0014004","microglia differentiation","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"NDP/TLR4/QKI/NRROS",4
"GO:0014029","neural crest formation","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"GSC/EDN1/SOX9/PDCD6",4
"GO:0021859","pyramidal neuron differentiation","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"FOXG1/FGFR2/TUBA1A/PLXNA3",4
"GO:0031000","response to caffeine","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"CACNA1S/CASQ2/CHEK1/CAD",4
"GO:0033599","regulation of mammary gland epithelial cell proliferation","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"IQGAP3/HOXA5/BRCA2/KDM5B",4
"GO:0035865","cellular response to potassium ion","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"NPTX1/KCNJ10/STK39/CRHBP",4
"GO:0042308","negative regulation of protein import into nucleus","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"FERMT1/CD36/ANGPT1/PKIG",4
"GO:0044725","epigenetic programming in the zygotic pronuclei","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"STPG4/TET1/DCAF13/SUV39H2",4
"GO:0045117","azole transmembrane transport","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"SLC28A2/SLC38A3/SLC19A3/SLC28A1",4
"GO:0045187","regulation of circadian sleep/wake cycle, sleep","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"ADRB1/CHRNB2/PTGDS/ADORA1",4
"GO:0045348","positive regulation of MHC class II biosynthetic process","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"IL33/TLR4/CDK5R1/IFNG",4
"GO:0048070","regulation of developmental pigmentation","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"ADAMTS20/EDN3/ZEB2/IHH",4
"GO:0048172","regulation of short-term neuronal synaptic plasticity","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"GRIK2/SHISA9/SLC8A2/SHISA8",4
"GO:0048243","norepinephrine secretion","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"STX1A/OXT/P2RY1/ADRA2A",4
"GO:0048681","negative regulation of axon regeneration","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"SPP1/TNR/FIGNL2/RTN4RL1",4
"GO:0055057","neuroblast division","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"WNT3A/ASPM/FGFR2/SOX5",4
"GO:0060026","convergent extension","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"MESP1/LBX2/NKD1/SFRP2",4
"GO:0060033","anatomical structure regression","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"SLC6A3/TH/AMH/OPN4",4
"GO:0060766","negative regulation of androgen receptor signaling pathway","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"FOXH1/TCF21/DAB2/HEYL",4
"GO:0071361","cellular response to ethanol","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"UGT1A1/PRKCE/CCL7/CYBB",4
"GO:0072176","nephric duct development","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"LHX1/GREB1L/GPC3/EPHA7",4
"GO:0098969","neurotransmitter receptor transport to postsynaptic membrane","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"ARHGAP44/GRIP1/CPLX1/SCRIB",4
"GO:0150011","regulation of neuron projection arborization","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"NTNG1/FZD4/MFSD2A/GRIP1",4
"GO:1901203","positive regulation of extracellular matrix assembly","4/4922","15/18805",0.266666666666667,1.01882703508059,0.0434328607364334,0.580353677237094,0.976413203031081,0.81098314582134,"AGT/RGCC/PHLDB2/SOX9",4
"GO:0046888","negative regulation of hormone secretion","18/4922","70/18805",0.257142857142857,0.982440355256284,-0.0876379400214972,0.580395744372123,0.976413203031081,0.81098314582134,"INHA/KCNK9/BMP8A/IL11/FFAR4/EDN1/OPRK1/CHGA/RAB11FIP1/UCN/ADRA2A/PDE8B/F2RL1/CRHBP/GJA1/CRY2/ADORA1/INHBB",18
"GO:0002361","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"FOXP3/IFNG/PLA2G2D",3
"GO:0002423","natural killer cell mediated immune response to tumor cell","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"CEACAM1/NKG7/CRTAM",3
"GO:0002604","regulation of dendritic cell antigen processing and presentation","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"SLC11A1/CD68/CCL19",3
"GO:0002887","negative regulation of myeloid leukocyte mediated immunity","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"FOXF1/SPI1/CX3CR1",3
"GO:0003139","secondary heart field specification","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"ISL1/FOXH1/MESP1",3
"GO:0003263","cardioblast proliferation","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"ISL1/SIX1/TBX5",3
"GO:0003264","regulation of cardioblast proliferation","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"ISL1/SIX1/TBX5",3
"GO:0006222","UMP biosynthetic process","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"CDA/CAD/UCK2",3
"GO:0009068","aspartate family amino acid catabolic process","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"MAT1A/DDO/GCAT",3
"GO:0009170","purine deoxyribonucleoside monophosphate metabolic process","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"XDH/GDA/NT5C1A",3
"GO:0009188","ribonucleoside diphosphate biosynthetic process","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"AK4/AK1/CAD",3
"GO:0010807","regulation of synaptic vesicle priming","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"STX1A/SYNGR3/BRSK1",3
"GO:0016093","polyprenol metabolic process","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"AKR1B10/AKR1C3/SRD5A3",3
"GO:0021860","pyramidal neuron development","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"FOXG1/FGFR2/PLXNA3",3
"GO:0030210","heparin proteoglycan biosynthetic process","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"NDST4/ANGPT1/NDST1",3
"GO:0031666","positive regulation of lipopolysaccharide-mediated signaling pathway","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"SASH1/SCIMP/LY86",3
"GO:0031943","regulation of glucocorticoid metabolic process","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"GAL/BMP2/DKK3",3
"GO:0032225","regulation of synaptic transmission, dopaminergic","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"SLC6A4/CNTNAP4/CHRNB2",3
"GO:0033085","negative regulation of T cell differentiation in thymus","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"CDKN2A/IHH/ERBB2",3
"GO:0034115","negative regulation of heterotypic cell-cell adhesion","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"KLF4/MYADM/MIR221",3
"GO:0035519","protein K29-linked ubiquitination","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"RNF186/UBE2T/UBE2S",3
"GO:0035524","proline transmembrane transport","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"CLTRN/SLC1A4/SLC6A7",3
"GO:0035581","sequestering of extracellular ligand from receptor","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"GREM1/FBN2/NRROS",3
"GO:0042048","olfactory behavior","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"GJB4/WFS1/TPBG",3
"GO:0043652","engulfment of apoptotic cell","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"ADGRB1/MEGF10/ALOX15",3
"GO:0046643","regulation of gamma-delta T cell activation","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"EGR3/SOX4/NCKAP1L",3
"GO:0046794","transport of virus","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"TRIM15/CLEC4M/KPNA2",3
"GO:0048149","behavioral response to ethanol","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"FGF2/OPRM1/CRHBP",3
"GO:0048262","determination of dorsal/ventral asymmetry","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"GREM1/SOSTDC1/WNT8B",3
"GO:0048742","regulation of skeletal muscle fiber development","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"SHOX2/ACTN3/LMOD3",3
"GO:0060439","trachea morphogenesis","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"RSPO2/TGFBR2/HOXA5",3
"GO:0060601","lateral sprouting from an epithelium","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"FGF10/SULF1/FGFR2",3
"GO:0060742","epithelial cell differentiation involved in prostate gland development","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"HOXB13/FGFR2/FOXA1",3
"GO:0061762","CAMKK-AMPK signaling cascade","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"PCP4/LRRK2/KCNJ8",3
"GO:0062111","zinc ion import into organelle","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"SLC30A10/SLC30A2/SLC30A3",3
"GO:0070202","regulation of establishment of protein localization to chromosome","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"CCT3/CCT5/CCT6A",3
"GO:0070391","response to lipoteichoic acid","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"LBP/CD36/TLR4",3
"GO:0070587","regulation of cell-cell adhesion involved in gastrulation","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"KLF4/MYADM/MIR221",3
"GO:0070934","CRD-mediated mRNA stabilization","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"IGF2BP1/IGF2BP3/PABPC1",3
"GO:0071223","cellular response to lipoteichoic acid","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"LBP/CD36/TLR4",3
"GO:0071313","cellular response to caffeine","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"CACNA1S/CASQ2/CHEK1",3
"GO:0071349","cellular response to interleukin-12","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"IL12RB2/SIRPA/P4HB",3
"GO:0072173","metanephric tubule morphogenesis","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"LGR4/CXCR2/SOX9",3
"GO:0072178","nephric duct morphogenesis","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"LHX1/GPC3/EPHA7",3
"GO:0072584","caveolin-mediated endocytosis","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"CAV1/CAV3/PROM2",3
"GO:0075733","intracellular transport of virus","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"TRIM15/CLEC4M/KPNA2",3
"GO:0090394","negative regulation of excitatory postsynaptic potential","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"CBLN1/LRRK2/SYNE1",3
"GO:0097250","mitochondrial respirasome assembly","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"HIGD1B/COX7A1/RAB5IF",3
"GO:0097278","complement-dependent cytotoxicity","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"CD5L/IGHG1/IL13",3
"GO:0098880","maintenance of postsynaptic specialization structure","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"CSMD2/PRICKLE1/ITGB3",3
"GO:0098887","neurotransmitter receptor transport, endosome to postsynaptic membrane","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"ARHGAP44/GRIP1/SCRIB",3
"GO:0099624","atrial cardiac muscle cell membrane repolarization","3/4922","11/18805",0.272727272727273,1.04198219496879,0.0829289442729883,0.580606108983063,0.976413203031081,0.81098314582134,"KCNA5/SCN5A/KCNJ5",3
